xml-file	xml-ID	Settore	Lettera	N. articolo per app.	titolo art. integrale	Etimo/etimi	m.morf.	Significato	Volume	Fascicolo	Data pubbl.	Nr. col. inizio	Nr. col. fine	Autore1	Autore2	Autore3	Autore4	Nome rimando 	Coord. rimando 	Titolo articolo	Note
lei01	ya00019	Latinismi	A		abecedarius 'che segue l'ordine alfabetico'	abecedarius		che segue l'ordine alfabetico	I	1	1979	89	90	Pfister, Max							
lei01	ya00020	Latinismi	A		abellana 'nocciola (frutto dell'avellano)'	abellana		nocciola (frutto dell'avellano)	I	1	1979	90	92	Pfister, Max							
lei01	ya00021	Latinismi	A		aberrare 'sviarsi, sbagliare'	aberrare		sviarsi, sbagliare	I	1	1979	93	93	Pfister, Max							
lei01	ya00022	Latinismi	A		aberratio f. 'diversione, distrazione'	aberratio	f.	diversione, distrazione	I	1	1979	93	94	Pfister, Max							
lei01	ya00023	Latinismi	A		ab extra 'da fuori'	ab extra		da fuori	I	1	1979	94	94	Pfister, Max							
lei01	ya00024	Latinismi	A		abhorrere 'detestare, aborrire'	abhorrere		detestare, aborrire	I	1	1979	95	96	Pfister, Max							
lei01	ya00025	Latinismi	A		abies 'abete'	abies		abete	I	1	1979	97	103	Pfister, Max							
lei01	ya00026	Latinismi	A		*abiéteus 'di abete'	*abiéteus		di abete	I	1	1979	103	105	Pfister, Max							
lei01	ya00027	Latinismi	A		abiga 'camepizio'	abiga		camepizio	I	1	1979	105	106	Pfister, Max							
		Latinismi	A		abiga 'camepizio'*	abiga		camepizio	III - 2	32	1991	2771	2773	Zamboni, Alberto	Lupis, Antonio						
lei01	ya00028	Latinismi	A		abigeator 'ladro di bestiame'	abigeator		ladro di bestiame	I	1	1979	106	106	Pfister, Max							
lei01	ya00029	Latinismi	A		abigeatus 'furto di bestiame'	abigeatus		furto di bestiame	I	1	1979	106	106	Pfister, Max							
lei01	ya00030	Latinismi	A		abigeus 'ladro di bestiame'	abigeus		ladro di bestiame	I	1	1979	106	106	Pfister, Max							
lei01	ya00031	Latinismi	A		abinde 'da qua'	abinde		da qua	I	1	1979	107	107	Pfister, Max							
lei01	ya00032	Latinismi	A		ab intro 'da dentro'	ab intro		da dentro	I	1	1979	107	107	Pfister, Max							
lei01	ya00033	Latinismi	A		abjectio 'umiliazione'	abjectio		umiliazione	I	1	1979	108	108	Pfister, Max							
lei01	ya00034	Latinismi	A		abjectus 'spregevole'	abjectus		spregevole	I	1	1979	108	109	Pfister, Max							
lei01	ya00035	Latinismi	A		abjurare 'negare con giuramento'	abjurare		negare con giuramento	I	1	1979	109	109	Pfister, Max							
lei01	ya00036	Latinismi	A		ablatio 'l'azione di togliere qc., estrazione'	ablatio		l'azione di togliere qc., estrazione	I	1	1979	109	110	Pfister, Max							
lei01	ya00037	Latinismi	A		ablativus 'ablativo'	ablativus		ablativo	I	1	1979	110	110	Pfister, Max							
lei01	ya00038	Latinismi	A		ablator 'chi toglie'	ablator		chi toglie	I	1	1979	110	111	Pfister, Max							
lei01	ya00039	Latinismi	A		ablatus 'tolto'	ablatus		tolto	I	1	1979	111	111	Pfister, Max							
lei01	ya00040	Latinismi	A		abluere 'detergere, purificare'	abluere		detergere, purificare	I	1	1979	111	111	Pfister, Max							
lei01	ya00041	Latinismi	A		*ablumen 'residuo da sciacquare'	*ablumen		residuo da sciacquare	I	1	1979	111	113	Pfister, Max							
lei01	ya00042	Latinismi	A		ablūta 'lavata'	ablūta		lavata	I	1	1979	113	116	Pfister, Max							
lei01	ya00043	Latinismi	A		ablutio 'lavaggio, purificazione'	ablutio		lavaggio, purificazione	I	1	1979	116	117	Pfister, Max							
lei01	ya00044	Latinismi	A		abnegare 'rinunziare'	abnegare		rinunziare	I	1	1979	117	117	Pfister, Max							
lei01	ya00045	Latinismi	A		abnegatio 'diniego, negazione'	abnegatio		diniego, negazione	I	1	1979	117	117	Pfister, Max							
lei01	ya00046	Latinismi	A		abnegator 'colui che rifiuta di riconoscere'	abnegator		colui che rifiuta di riconoscere	I	1	1979	118	118	Pfister, Max							
lei01	ya00047	Latinismi	A		abnormis 'abnorme'	abnormis		abnorme	I	1	1979	118	118	Pfister, Max							
lei01	ya00048	Latinismi	A		ab oculis 'cieco'	ab oculis		cieco	I	1	1979	118	120	Pfister, Max							
lei01	ya00049	Latinismi	A		abolere 'annullare'	abolere		annullare	I	1	1979	120	121	Pfister, Max							
lei01	ya00050	Latinismi	A		abolitio 'amnistia, revoca, abrogazione'	abolitio		amnistia, revoca, abrogazione	I	1	1979	121	122	Pfister, Max							
lei01	ya00051	Latinismi	A		abolla 'ampia casacca'	abolla		ampia casacca	I	1	1979	122	122	Pfister, Max							
lei01	ya00052	Latinismi	A		abominabilis 'abominevole'	abominabilis		abominevole	I	1	1979	122	123	Pfister, Max							
lei01	ya00053	Latinismi	A		abominari 'detestare'	abominari		detestare	I	1	1979	123	125	Pfister, Max							
lei01	ya00054	Latinismi	A		abominatio 'esecrazione'	abominatio		esecrazione	I	1	1979	125	126	Pfister, Max							
lei01	ya00055	Latinismi	A		abonnis 'copricapo'	abonnis		copricapo	I	1	1979	126	128	Pfister, Max							
lei01	ya00056	Latinismi	A		aborsus 'aborto'	aborsus		aborto	I	1	1979	128	128	Pfister, Max							
lei01	ya00057	Latinismi	A		abortare 'partorire anzitempo'	abortare		partorire anzitempo	I	1	1979	128	128	Pfister, Max							
lei01	ya00058	Latinismi	A		abortio 'aborto'	abortio		aborto	I	1	1979	129	129	Pfister, Max							
lei01	ya00059	Latinismi	A		abortire 'partorire anzitempo'	abortire		partorire anzitempo	I	1	1979	129	131	Pfister, Max							
lei01	ya00060	Latinismi	A		abortivus 'nato, partorito prematuramente'	abortivus		nato, partorito prematuramente	I	1	1979	131	131	Pfister, Max							
lei01	ya00061	Latinismi	A		abortus 'aborto'	abortus		aborto	I	1	1979	131	133	Pfister, Max							
lei01	ya00062	Latinismi	A		gr. aboulía 'mancanza di decisione; mancanza di volontà'	aboulía		mancanza di decisione; mancanza di volontà	I	1	1979	133	133	Pfister, Max							
lei01	ya00063	Latinismi	A		abracadabra 'formula mistica contenente le lettere ABCD'	abracadabra		formula mistica contenente le lettere ABCD	I	1	1979	134	134	Pfister, Max							
lei01	ya00064	Latinismi	A		abradere 'radere'	abradere		radere	I	1	1979	134	135	Pfister, Max							
lei01	ya00065	Latinismi	A		abrasio 'raschiatura'	abrasio		raschiatura	I	1	1979	135	135	Pfister, Max							
lei01	ya00066	Latinismi	A		abraxas 'Dio supremo'	abraxas		Dio supremo	I	1	1979	135	136	Pfister, Max							
lei01	ya00067	Latinismi	A		abrenuntiare 'rinunziare'	abrenuntiare		rinunziare	I	1	1979	136	137	Pfister, Max							
lei01	ya00068	Latinismi	A		abrogare 'annullare'	abrogare		annullare	I	1	1979	137	137	Pfister, Max							
lei01	ya00069	Latinismi	A		abrogatio 'annullamento'	abrogatio		annullamento	I	1	1979	137	137	Pfister, Max							
lei01	ya00070	Latinismi	A		abrotanum 'Artemisia abrotanum L.'	abrotanum		Artemisia abrotanum L.	I	1	1979	138	141	Pfister, Max							
lei01	ya00071	Latinismi	A		abruptus 'troncato, scosceso'	abruptus		troncato, scosceso	I	1	1979	141	142	Pfister, Max							
lei01	ya00072	Latinismi	A		abscessus 'separazione; ascesso'	abscessus		separazione; ascesso	I	1	1979	142	143	Pfister, Max							
lei01	ya00073	Latinismi	A		abscidere 'tagliar via'	abscidere		tagliar via	I	1	1979	143	143	Pfister, Max							
lei01	ya00074	Latinismi	A		abscindere 'tagliar via'	abscindere		tagliar via	I	1	1979	143	144	Pfister, Max							
lei01	ya00075	Latinismi	A		abscissio 'lo staccar via'	abscissio		lo staccar via	I	1	1979	144	144	Pfister, Max							
lei01	ya00076	Latinismi	A		abscondere 'nascondere'	abscondere		nascondere	I	1	1979	144	163	Pfister, Max							
lei01	ya00077	Latinismi	A		absens 'assente'	absens		assente	I	1	1979	163	164	Pfister, Max							
lei01	ya00078	Latinismi	A		absentare 'essere assente; assentarsi'	absentare		essere assente; assentarsi	I	1	1979	164	166	Pfister, Max							
lei01	ya00079	Latinismi	A		absentia 'assenza'	absentia		assenza	I	1	1979	166	172	Pfister, Max							
lei01	ya00080	Latinismi	A		absinthium 'assenzio'	absinthium		assenzio	I	1	1979	173	177	Pfister, Max							
lei01	ya00081	Latinismi	A		absis (-ĭdem) 'arco, segmento di un cerchio; abside di una chiesa'	absis, absĭdem		arco, segmento di un cerchio; abside di una chiesa	I	1	1979	177	178	Pfister, Max							
lei01	ya00082	Latinismi	A		absolutio 'assoluzione'	absolutio		assoluzione	I	1	1979	179	179	Pfister, Max							
lei01	ya00083	Latinismi	A		absolvere 'sciogliere, liberare'	absolvere		sciogliere, liberare	I	1	1979	179	186	Pfister, Max							
lei01	ya00084	Latinismi	A		absonus 'discordante'	absonus		discordante	I	1	1979	186	186	Pfister, Max							
lei01	ya00085	Latinismi	A		absorbēre 'ingoiare, assorbire'	absorbēre		ingoiare, assorbire	I	1	1979	186	189	Pfister, Max							
lei01	ya00086	Latinismi	A		absque 'tolto, senza; inoltre'	absque		tolto, senza; inoltre	I	1	1979	189	189	Pfister, Max							
lei01	ya00087	Latinismi	A		abstemius 'astemio'	abstemius		astemio	I	1	1979	189	190	Pfister, Max							
lei01	ya00088	Latinismi	A		abstentio 'astensione'	abstentio		astensione	I	1	1979	190	190	Pfister, Max							
lei01	ya00089	Latinismi	A		abstergere 'pulire'	abstergere		pulire	I	1	1979	190	191	Pfister, Max							
lei01	ya00090	Latinismi	A		abstinens 'astinente'	abstinens		astinente	I	1	1979	191	192	Pfister, Max							
lei01	ya00091	Latinismi	A		abstinentia 'astinenza'	abstinentia		astinenza	I	1/2	1979/1980	192	193	Pfister, Max							
lei01	ya00092	Latinismi	A		abstinere 'astenersi'	abstinere		astenersi	I	2	1980	193	194	Pfister, Max							
lei01	ya00093	Latinismi	A		abstrahere 'sottrarre'	abstrahere		sottrarre	I	2	1980	194	197	Pfister, Max							
lei01	ya00094	Latinismi	A		abstrusus 'difficile, recondito'	abstrusus		difficile, recondito	I	2	1980	197	198	Pfister, Max							
lei01	ya00095	Latinismi	A		absurdus 'stonato, assurdo'	absurdus		stonato, assurdo	I	2	1980	198	198	Pfister, Max							
lei01	ya00096	Latinismi	A		abundantia 'abbondanza'	abundantia		abbondanza	I	2	1980	199	202	Pfister, Max							
lei01	ya00097	Latinismi	A		abundare 'abbondare'	abundare		abbondare	I	2	1980	202	209	Pfister, Max							
lei01	ya00098	Latinismi	A		abunde 'in abbondanza'	abunde		in abbondanza	I	2	1980	210	211	Pfister, Max							
lei01	ya00099	Latinismi	A		abundus 'traboccante'	abundus		traboccante	I	2	1980	212	212	Pfister, Max							
lei01	ya00100	Latinismi	A		abusio 'abuso'	abusio		abuso	I	2	1980	212	212	Pfister, Max							
lei01	ya00101	Latinismi	A		abusivus 'usato impropriamente'	abusivus		usato impropriamente	I	2	1980	213	213	Pfister, Max							
lei01	ya00102	Latinismi	A		abusus 'consumo, uso eccessivo'	abusus		consumo, uso eccessivo	I	2	1980	213	215	Pfister, Max							
lei01	ya00103	Latinismi	A		gr. ábyssos 'abisso'	ábyssos		abisso	I	2	1980	215	216	Pfister, Max							
lei01	ya00104	Latinismi	A		abyssus 'abisso; inferno'	abyssus		abisso; inferno	I	2	1980	216	225	Pfister, Max							
lei01	ya00105	Latinismi	A		ac 'e (particella copulativa che unisce singoli vocaboli e frasi)'	ac		e (particella copulativa che unisce singoli vocaboli e frasi)	I	2	1980	225	227	Pfister, Max							
lei01	ya00106	Latinismi	A		acacia 'acacia'	acacia		acacia	I	2	1980	227	231	Pfister, Max							
lei01	ya00107	Latinismi	A		academia 'giardino sacro dove Platone insegnava'	academia		giardino sacro dove Platone insegnava	I	2	1980	231	234	Pfister, Max							
lei01	ya00108	Latinismi	A		academicus 'che fa parte ed è proprio dell'Accademia platonica'	academicus		che fa parte ed è proprio dell'Accademia platonica	I	2	1980	235	236	Pfister, Max							
lei01	ya00109	Latinismi	A		acanthion 'erba bienne che assomiglia alla spina alba'	acanthion		erba bienne che assomiglia alla spina alba	I	2	1980	236	236	Pfister, Max							
lei01	ya00110	Latinismi	A		acanthus 'acanto'	acanthus		acanto	I	2	1980	236	237	Pfister, Max							
lei01	ya00111	Latinismi	A		acatium 'sorta d'imbarcazione'	acatium		sorta d'imbarcazione	I	2	1980	237	237	Pfister, Max							
lei01	ya00112	Latinismi	A		acatus 'sorta d'imbarcazione'	acatus		sorta d'imbarcazione	I	2	1980	237	237	Pfister, Max							
lei01	ya00113	Latinismi	A		accadere 'avvenire, succedere'	accadere		avvenire, succedere	I	2	1980	237	239	Pfister, Max							
lei01	ya00114	Latinismi	A		accaptare 'comprare; acquistare'	accaptare		comprare; acquistare	I	2	1980	239	249	Pfister, Max							
lei01	ya00115	Latinismi	A		accedĕre 'avvicinarsi, accostarsi'	accedĕre		avvicinarsi, accostarsi	I	2	1980	249	251	Pfister, Max							
lei01	ya00116	Latinismi	A		acceia 'beccaccia'	acceia		beccaccia	I	2	1980	251	252	Pfister, Max							
lei01	ya00117	Latinismi	A		accelerare 'rendere più rapido'	accelerare		rendere più rapido	I	2	1980	253	254	Pfister, Max							
lei01	ya00118	Latinismi	A		acceleratio 'aumento di velocità'	acceleratio		aumento di velocità	I	2	1980	254	254	Pfister, Max							
lei01	ya00119	Latinismi	A		accendere 'dar fuoco, far bruciare'	accendere		dar fuoco, far bruciare	I	2	1980	254	262	Pfister, Max							
lei01	ya00120	Latinismi	A		accensus 'aggiunta al censo'	accensus		aggiunta al censo	I	2	1980	262	262	Pfister, Max							
lei01	ya00121	Latinismi	A		accentor 'chi canta in coro, insieme con altri'	accentor		chi canta in coro, insieme con altri	I	2	1980	262	262	Pfister, Max							
lei01	ya00122	Latinismi	A		accentus 'accentazione, intonazione'	accentus		accentazione, intonazione	I	2	1980	262	265	Pfister, Max							
lei01	ya00123	Latinismi	A		acceptabilis 'accettabile'	acceptabilis		accettabile	I	2	1980	265	265	Pfister, Max							
lei01	ya00124	Latinismi	A		acceptare 'accettare'	acceptare		accettare	I	2	1980	265	268	Pfister, Max							
lei01	ya00125	Latinismi	A		acceptatio 'atto di accettare; stima, considerazione'	acceptatio		atto di accettare; stima, considerazione	I	2	1980	268	269	Pfister, Max							
lei01	ya00126	Latinismi	A		acceptator 'colui che accetta'	acceptator		colui che accetta	I	2	1980	269	269	Pfister, Max							
lei01	ya00127	Latinismi	A		acceptilatio 'ricevuta orale'	acceptilatio		ricevuta orale	I	2	1980	269	269	Pfister, Max							
lei01	ya00128	Latinismi	A		acceptio 'accoglienza'	acceptio		accoglienza	I	2	1980	270	270	Pfister, Max							
lei01	ya00129	Latinismi	A		acceptor 'colui che accetta'	acceptor		colui che accetta	I	2	1980	270	270	Pfister, Max							
lei01	ya00130	Latinismi	A		acceptor 'astore'	acceptor		astore	I	2	1980	270	273	Pfister, Max							
lei01	ya00131	Latinismi	A		acceptus 'gradito, caro'	acceptus		gradito, caro	I	2	1980	273	274	Pfister, Max							
lei01	ya00132	Latinismi	A		accessibilis 'di agevole accesso'	accessibilis		di agevole accesso	I	2	1980	274	275	Pfister, Max							
lei01	ya00133	Latinismi	A		accessio 'l'accedere; accesso di febbre'	accessio		l'accedere; accesso di febbre	I	2	1980	275	275	Pfister, Max							
lei01	ya00134	Latinismi	A		accessus 'adito'	accessus		adito	I	2	1980	275	277	Pfister, Max							
lei01	ya00135	Latinismi	A		accidens 'evento fortuito, caso'	accidens		evento fortuito, caso	I	2	1980	277	283	Pfister, Max							
lei01	ya00136	Latinismi	A		accidentalis 'casuale'	accidentalis		casuale	I	2	1980	283	284	Pfister, Max							
lei01	ya00137	Latinismi	A		accidentia 'evento fortuito, caso'	accidentia		evento fortuito, caso	I	2	1980	284	285	Pfister, Max							
lei01	ya00138	Latinismi	A		accidere 'accadere'	accidere		accadere	I	2	1980	285	285	Pfister, Max							
lei01	ya00139	Latinismi	A		accingere 'legare per mezzo di una cintura'	accingere		legare per mezzo di una cintura	I	2	1980	285	286	Pfister, Max							
lei01	ya00140	Latinismi	A		accipĕre 'accettare; prendere; soffrire'	accipĕre		accettare; prendere; soffrire	I	2	1980	286	288	Pfister, Max							
lei01	ya00141	Latinismi	A		*accismare -> gr. akkismós	*accismare			I	2	1980	288	288	Pfister, Max				gr. akkismós			
lei01	ya00142	Latinismi	A		acclamare 'gridare in favore di q.'	acclamare		gridare in favore di q.	I	2	1980	288	289	Pfister, Max							
lei01	ya00143	Latinismi	A		acclamatio 'acclamazione'	acclamatio		acclamazione	I	2	1980	289	290	Pfister, Max							
lei01	ya00144	Latinismi	A		acclinare 'chinarsi'	acclinare		chinarsi	I	2	1980	290	291	Pfister, Max							
lei01	ya00145	Latinismi	A		acclinis 'appoggiato, inclinato'	acclinis		appoggiato, inclinato	I	2	1980	291	291	Pfister, Max							
lei01	ya00146	Latinismi	A		acclivis 'ascendente, in salita'	acclivis		ascendente, in salita	I	2	1980	291	291	Pfister, Max							
lei01	ya00147	Latinismi	A		acclivitas 'acclività'	acclivitas		acclività	I	2	1980	291	291	Pfister, Max							
lei01	ya00148	Latinismi	A		accognitus 'conosciuto'	accognitus		conosciuto	I	2	1980	292	293	Pfister, Max							
lei01	ya00149	Latinismi	A		accola 'confinante, vicino'	accola		confinante, vicino	I	2	1980	293	294	Pfister, Max							
lei01	ya00150	Latinismi	A		*accolligere 'cogliere, ricevere'	*accolligere		cogliere, ricevere	I	2	1980	294	304	Pfister, Max							
lei01	ya00151	Latinismi	A		accommodare 'dare in prestito; adattare'	accommodare		dare in prestito; adattare	I	2	1980	304	309	Pfister, Max							
lei01	ya00152	Latinismi	A		accommodatio 'adattamento'	accommodatio		adattamento	I	2	1980	309	309	Pfister, Max							
lei01	ya00153	Latinismi	A		accommodativus 'adattabile, accomodante'	accommodativus		adattabile, accomodante	I	2	1980	309	310	Pfister, Max							
lei01	ya00154	Latinismi	A		accommodus 'conveniente'	accommodus		conveniente	I	2	1980	310	310	Pfister, Max							
lei01	ya00155	Latinismi	A		*accordare 'concordare'	*accordare		concordare	I	2	1980	310	319	Pfister, Max							
lei01	ya00156	Latinismi	A		*accordium 'accordo'	*accordium		accordo	I	2	1980	319	321	Pfister, Max							
lei01	ya00157	Latinismi	A		accorrigere 'correggere, dirigere'	accorrigere		correggere, dirigere	I	2	1980	321	325	Pfister, Max							
lei01	ya00158	Latinismi	A		accredere 'essere disposto a credere'	accredere		essere disposto a credere	I	2	1980	326	326	Pfister, Max							
lei01	ya00159	Latinismi	A		accrescere 'crescere; accrescersi'	accrescere		crescere; accrescersi	I	2	1980	326	329	Pfister, Max							
lei01	ya00160	Latinismi	A		accrētio 'aumento'	accrētio		aumento	I	2	1980	329	329	Pfister, Max							
lei01	ya00161	Latinismi	A		accubare 'essere accampato'	accubare		essere accampato	I	2	1980	329	331	Pfister, Max							
lei01	ya00162	Latinismi	A		accubitum 'divano romano da mensa'	accubitum		divano romano da mensa	I	2	1980	331	331	Pfister, Max							
lei01	ya00163	Latinismi	A		accumbere 'sdraiarsi'	accumbere		sdraiarsi	I	2	1980	332	332	Pfister, Max							
lei01	ya00164	Latinismi	A		accumulare 'ammassare'	accumulare		ammassare	I	2	1980	332	334	Pfister, Max							
lei01	ya00165	Latinismi	A		accurare 'curare con diligenza'	accurare		curare con diligenza	I	2	1980	334	334	Pfister, Max							
lei01	ya00166	Latinismi	A		accurrere 'accorrere'	accurrere		accorrere	I	2	1980	335	336	Pfister, Max							
lei01	ya00167	Latinismi	A		accusare 'incolpare, denunciare'	accusare		incolpare, denunciare	I	2	1980	336	341	Pfister, Max							
lei01	ya00168	Latinismi	A		accūsātivus 'accusativo'	accūsātivus		accusativo	I	2	1980	342	342	Pfister, Max							
lei01	ya00169	Latinismi	A		acēdia 'accidia'	acēdia		accidia	I	2	1980	342	345	Pfister, Max							
lei01	ya00170	Latinismi	A		acer 'aguzzo, tagliente; piccante'	acer		aguzzo, tagliente; piccante	I	2	1980	345	360	Pfister, Max							
lei01	ya00171	Latinismi	A		acer 'acero (Acer pseudoplatanus L.)'	acer		acero (Acer pseudoplatanus L.)	I	2	1980	360	366	Pfister, Max							
lei01	ya00172	Latinismi	A		acerabulus 'acero'	acerabulus		acero	I	2	1980	367	367	Pfister, Max							
lei01	ya00173	Latinismi	A		acerbitas 'agrore; non-maturazione'	acerbitas		agrore; non-maturazione	I	2	1980	367	367	Pfister, Max							
lei01	ya00174	Latinismi	A		acerbus 'acerbo'	acerbus		acerbo	I	2	1980	367	374	Pfister, Max							
lei01	ya00175	Latinismi	A		acereus 'pertinente all'acero'	acereus		pertinente all'acero	I	2	1980	374	375	Pfister, Max							
lei01	ya00176	Latinismi	A		acerosus 'a forma di pula'	acerosus		a forma di pula	I	2	1980	375	375	Pfister, Max							
lei01	ya00177	Latinismi	A		acerra 'cassetta che conteneva l'incenso per i sacrifici; turibolo'	acerra		cassetta che conteneva l'incenso per i sacrifici; turibolo	I	2	1980	375	375	Pfister, Max							
lei01	ya00178	Latinismi	A		acervus 'mucchio'	acervus		mucchio	I	2	1980	375	377	Crevatin, Franco							
lei01	ya00179	Latinismi	A		acescere 'diventar acido, inacetire, inacidire'	acescere		diventar acido, inacetire, inacidire	I	2	1980	377	377	Pfister, Max							
lei01	ya00180	Latinismi	A		acetabulum 'vaso per aceto'	acetabulum		vaso per aceto	I	2	1980	377	379	Pfister, Max							
lei01	ya00181	Latinismi	A		acetaria n. pl. 'insalata preparata con aceto e olio'	acetaria	n.pl. 	insalata preparata con aceto e olio	I	2	1980	379	379	Kramer, Johannes							
lei01	ya00182	Latinismi	A		acetosus 'acido'	acetosus		acido	I	2	1980	379	381	Kramer, Johannes	Pfister, Max						
lei01	ya00183	Latinismi	A		acetum 'aceto'	acetum		aceto	I	2/3	1980/1981	381	394	Kramer, Johannes	Pfister, Max						
lei01	ya00184	Latinismi	A		Acharius	Acharius		Acharius	I	3	1981	394	394	Pfister, Max							
lei01	ya00185	Latinismi	A		acharne 'specie di pesce'	acharne		specie di pesce	I	3	1981	394	396	Kramer, Johannes							
lei01	ya00186	Latinismi	A		achates 'àgata'	achates		àgata	I	3	1981	396	398	Holtus, Günther	Kramer, Johannes						
lei01	ya00187	Latinismi	A		Acheron 'uno dei quattro fiumi dell'inferno'	Acheron		uno dei quattro fiumi dell'inferno	I	3	1981	398	399	Pfister, Max							
lei01	ya00188	Latinismi	A		gr. achílleios 'che si riferisce ad Achille'	achílleios		che si riferisce ad Achille	I	3	1981	399	399	Pfister, Max							
lei01	ya00189	Latinismi	A		Achilles	Achilles		Achilles	I	3	1981	399	400	Pfister, Max							
lei01	ya00190	Latinismi	A		achilleus 'che si riferisce ad Achille'	achilleus		che si riferisce ad Achille	I	3	1981	400	401	Pfister, Max							
lei01	ya00191	Latinismi	A		achora 'lattime'	achora		lattime	I	3	1981	401	401	Pfister, Max							
lei01	ya00192	Latinismi	A		gr. áchyron 'paglia'	áchyron		paglia	I	3	1981	401	401	Pfister, Max							
lei01	ya00193	Latinismi	A		Aci 'topon. nella provincia di Catania'	Aci		topon. nella provincia di Catania	I	3	1981	402	402	Pfister, Max							
lei01	ya00194	Latinismi	A		acia 'gugliata'	acia		gugliata	I	3	1981	402	408	Pfister, Max							
lei01	ya00195	Latinismi	A		aciale 'acciaio'	aciale		acciaio	I	3	1981	408	416	Pfister, Max							
lei01	ya00196	Latinismi	A		aciarium 'acciaio'	aciarium		acciaio	I	3	1981	416	426	Pfister, Max							
lei01	ya00197	Latinismi	A		acīcula 'piccola spina'	acīcula		piccola spina	I	3	1981	426	427	Pfister, Max							
lei01	ya00198	Latinismi	A		Acidalia 'epiteto di Venere'	Acidalia		epiteto di Venere	I	3	1981	427	427	Pfister, Max							
lei01	ya00199	Latinismi	A		aciditas 'acidità'	aciditas		acidità	I	3	1981	427	428	Marinucci, Marcello							
lei01	ya00200	Latinismi	A		acĭdula 'acetosa'	acĭdula		acetosa	I	3	1981	428	432	Pfister, Max							
lei01	ya00201	Latinismi	A		acidulus 'alquanto acido'	acidulus		alquanto acido	I	3	1981	432	433	Pfister, Max							
lei01	ya00202	Latinismi	A		acidus 'àcido, agro'	acidus		àcido, agro	I	3	Clerica	433	440	Marinucci, Marcello	Pfister, Max						
lei01	ya00203	Latinismi	A		acies 'acutezza (della vista); schieramento dell'esercito in campo; punta tagliente di un'arma'	acies		acutezza (della vista); schieramento dell'esercito in campo; punta tagliente di un'arma	I	3	3741	440	440	Pfister, Max							
lei01	ya00204	Latinismi	A		acinosus 'a forma di àcino'	acinosus		a forma di àcino	I	3	1981	441	441	Pfister, Max							
lei01	ya00205	Latinismi	A		acinus 'àcino, granello, chicco'	acinus		àcino, granello, chicco	I	3	1981	441	446	Kramer, Johannes	Zamboni, Alberto						
lei01	ya00206	Latinismi	A		acolytus 'chierico che serve il sacerdote sull'altare'	acolytus		chierico che serve il sacerdote sull'altare	I	3	1981	446	447	Marinucci, Marcello							
lei01	ya00207	Latinismi	A		aconītum 'aconito'	aconītum		aconito	I	3	1981	447	450	Cortelazzo, Michele A.	Tancke, Gunnar						
